,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt
219,1,1,0,0,315000,4,1,1,1,1,1,1,0,10,2,44,11,1,17
220,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,30
221,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,48
222,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,48
223,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,29
224,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,28
225,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,18
226,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,48
227,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,44
228,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,15
229,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,22
230,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,2,22
231,0,0,0,0,180000,4,4,1,1,1,0,0,0,14,2,54,8,0,48
232,0,0,0,0,157500,4,4,1,1,1,0,1,0,14,2,36,9,0,13
233,0,0,0,0,157500,4,4,1,1,1,0,1,0,14,2,36,9,0,17
234,0,0,0,0,157500,4,4,1,1,1,0,1,0,14,2,36,9,0,17
235,0,0,0,0,157500,4,4,1,1,1,0,1,0,14,2,36,9,0,17
236,0,0,0,0,157500,4,4,1,1,1,0,1,0,14,2,36,9,0,17
237,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,1,49
238,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,1,34
239,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,0,13
240,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,1,38
241,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,1,12
242,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,0,35
243,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,0,32
244,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,1,3
245,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,0,6
246,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,0,17
247,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,0,17
248,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,0,23
249,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,0,17
250,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,0,34
251,0,0,0,0,270000,4,1,1,1,1,1,1,0,10,2,49,16,1,29
252,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,7
253,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,8
254,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,46
255,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,2
256,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,7
257,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,21
258,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,3
259,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,6
260,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,22
261,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,22
262,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,42
263,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,1,45
264,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,58,24,0,4
265,0,0,0,0,270000,4,1,1,1,1,1,1,0,0,2,34,3,0,23
266,0,0,0,0,270000,4,1,1,1,1,1,1,0,0,2,34,3,1,57
267,0,0,0,0,270000,4,1,1,1,1,1,1,0,0,2,34,3,0,7
268,0,0,0,0,270000,4,1,1,1,1,1,1,0,0,2,34,3,0,7
269,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,28
270,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,48
271,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,41
272,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,51
273,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,28
274,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,48
275,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,21
276,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,36
277,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,48
278,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,14
279,0,1,0,0,225000,4,4,1,1,1,1,0,0,10,2,41,3,0,31
280,1,1,0,0,157500,4,2,1,5,1,0,1,0,4,2,30,3,0,21
281,1,1,0,0,157500,4,2,1,5,1,0,1,0,4,2,30,3,0,15
282,1,1,0,0,157500,4,2,1,5,1,0,1,0,4,2,30,3,0,34
283,1,1,0,0,157500,4,2,1,5,1,0,1,0,4,2,30,3,0,11
284,0,0,0,0,74250,4,1,2,2,1,0,1,0,3,1,53,15,0,35
285,0,0,0,0,74250,4,1,2,2,1,0,1,0,3,1,53,15,0,8
286,0,0,0,0,74250,4,1,2,2,1,0,1,0,3,1,53,15,0,9
287,1,1,0,1,135000,4,4,1,1,1,1,0,0,4,3,28,3,0,27
288,1,1,0,1,135000,4,4,1,1,1,1,0,0,4,3,28,3,0,10
289,1,1,0,1,135000,4,4,1,1,1,1,0,0,4,3,28,3,0,27
290,1,1,0,1,135000,4,4,1,1,1,1,0,0,4,3,28,3,0,13
291,1,1,0,1,135000,4,4,1,1,1,1,0,0,4,3,28,3,0,23
292,0,0,0,0,144000,4,4,3,1,1,0,0,0,1,1,44,25,0,7
293,0,0,0,0,144000,4,4,3,1,1,0,0,0,1,1,44,25,0,8
294,0,0,0,0,144000,4,4,3,1,1,0,0,0,1,1,44,25,0,8
295,0,0,0,0,202500,2,1,1,5,1,0,1,0,3,2,40,4,0,20
296,0,0,0,0,202500,2,1,1,5,1,0,1,0,3,2,40,4,1,21
297,0,0,0,0,202500,2,1,1,5,1,0,1,0,3,2,40,4,0,9
298,0,0,0,0,202500,2,1,1,5,1,0,1,0,3,2,40,4,1,16
299,1,1,0,0,337500,2,1,1,5,1,1,1,0,10,2,29,5,0,36
300,1,1,0,0,337500,2,1,1,5,1,1,1,0,10,2,29,5,0,16
301,1,1,0,0,337500,2,1,1,5,1,1,1,0,10,2,29,5,0,18
302,1,1,0,0,337500,2,1,1,5,1,1,1,0,10,2,29,5,0,27
303,1,1,0,0,337500,2,1,1,5,1,1,1,0,10,2,29,5,0,35
304,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,29
305,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,30
306,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,26
307,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,41
308,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,30
309,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,16
310,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,27
311,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,21
312,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,41
313,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,41
314,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,40
315,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,59
316,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,17
317,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,31
318,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,25
319,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,9
320,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,21
321,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,10
322,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,35
323,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,40
324,0,0,0,0,130500,4,4,0,1,1,0,1,0,1,2,42,14,0,31
325,0,0,0,0,193500,4,4,3,2,1,0,1,0,8,1,45,6,1,22
326,0,0,0,0,193500,4,4,3,2,1,0,1,0,8,1,45,6,1,33
327,0,0,0,0,193500,4,4,3,2,1,0,1,0,8,1,45,6,0,13
328,0,0,0,0,193500,4,4,3,2,1,0,1,0,8,1,45,6,0,9
329,1,1,0,0,267750,4,1,1,1,1,0,1,0,8,2,58,13,0,17
330,1,1,0,0,267750,4,1,1,1,1,0,1,0,8,2,58,13,0,18
331,1,1,0,0,267750,4,1,1,1,1,0,1,0,8,2,58,13,0,11
332,1,1,0,0,267750,4,1,1,1,1,0,1,0,8,2,58,13,0,18
333,1,1,0,0,267750,4,1,1,1,1,0,1,0,8,2,58,13,0,15
