,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt
4849,1,1,1,2,180000,4,4,1,1,1,0,1,0,8,4,35,5,0,7
20493,0,1,1,0,180000,4,1,1,0,1,0,0,0,14,2,30,3,0,23
1961,0,0,0,0,315000,4,4,2,1,1,0,0,1,3,1,49,6,0,43
877,0,1,1,1,225000,4,1,1,1,1,1,1,0,6,3,39,5,0,13
20164,1,0,0,0,225000,0,4,1,1,1,1,0,0,8,2,43,4,0,2
1299,0,1,1,0,90000,4,4,1,1,1,1,1,0,2,2,52,3,15,40
6228,0,0,0,0,144000,4,4,1,2,1,1,1,0,14,2,46,28,0,54
5396,1,1,1,0,270000,4,1,1,1,1,1,1,0,10,2,61,22,0,11
14744,0,0,1,0,157500,4,4,1,1,1,0,1,0,11,2,48,13,0,31
1547,1,1,1,1,270000,4,4,1,1,1,0,0,0,9,3,37,4,0,16
4209,0,0,1,0,202500,2,4,1,1,1,0,0,0,8,2,55,6,0,15
4467,1,1,1,0,202500,4,4,0,1,1,0,0,1,4,2,44,6,0,14
16339,1,1,0,1,405000,0,4,1,1,1,0,1,0,10,3,41,4,19,15
10913,0,1,1,2,450000,4,4,1,1,1,0,0,0,3,4,41,13,1,32
1477,0,0,1,0,144000,2,4,1,1,1,0,1,0,6,2,50,28,0,23
21991,0,0,0,0,135000,4,4,1,1,1,0,0,0,12,2,31,5,0,13
2976,1,0,1,1,81000,4,4,1,1,1,0,0,0,8,3,34,4,0,2
1163,1,1,1,1,450000,0,4,1,1,1,0,1,1,3,3,50,2,0,61
550,1,0,0,0,135000,4,4,2,1,1,0,0,0,8,1,39,9,0,14
22177,0,1,0,0,360000,4,1,1,1,1,0,0,0,10,2,28,3,0,21
24499,0,0,1,0,135000,0,4,0,1,1,1,0,0,2,2,34,2,0,11
15854,1,0,0,1,207000,2,1,1,3,1,0,0,0,3,3,41,8,2,2
19869,1,0,1,0,121500,2,4,1,1,1,1,1,0,8,2,39,9,1,2
15794,1,1,0,0,234000,4,4,1,1,1,1,1,0,8,2,54,3,0,20
12352,0,0,0,0,90000,4,4,3,5,1,0,0,0,8,1,28,9,0,9
4139,0,1,1,0,112500,4,4,1,1,1,0,0,0,14,2,48,5,0,10
23785,0,0,0,1,180000,0,4,1,1,1,0,0,0,8,3,39,3,0,33
3990,1,0,1,1,180000,0,4,3,1,1,0,0,0,4,2,40,6,0,40
5131,0,0,1,0,144000,2,1,2,1,1,0,0,0,3,1,55,27,0,13
6356,0,1,1,0,135000,0,4,1,1,1,0,0,0,14,2,38,8,0,21
18401,1,0,0,0,81000,4,4,0,1,1,0,1,0,9,2,34,6,0,9
7344,1,1,1,2,180000,4,4,0,1,1,0,0,0,8,4,36,14,0,25
13668,0,1,0,0,315000,4,1,1,0,1,1,0,0,11,2,36,7,0,34
16487,0,1,1,1,225000,0,1,1,1,1,0,0,0,0,3,31,2,0,6
13224,1,1,1,0,225000,0,1,3,1,1,0,0,0,3,1,26,5,0,4
17445,1,1,0,0,261000,2,1,1,2,1,0,0,0,3,2,31,8,0,34
17337,0,0,0,0,180000,4,1,1,1,1,0,0,0,3,2,56,2,0,32
18139,0,0,0,2,193500,0,3,0,1,1,0,0,1,0,4,27,7,0,6
10325,1,0,1,0,135000,2,4,3,1,1,0,0,0,10,1,41,6,0,12
23891,0,0,1,0,135000,4,4,1,1,1,1,1,0,2,2,28,7,0,29
1855,0,0,1,0,202500,4,4,1,1,1,0,0,1,6,2,42,23,0,23
22981,1,1,0,0,112500,4,4,0,5,1,1,0,0,3,2,24,2,0,11
6558,0,0,1,0,157500,0,4,4,1,1,0,0,0,12,1,46,8,0,3
19648,0,0,1,0,135000,0,4,0,1,1,0,0,0,8,2,48,19,0,38
18465,0,0,0,0,225000,0,4,1,1,1,0,1,0,14,2,43,11,8,34
20897,1,1,0,0,112500,0,4,1,5,1,1,1,0,4,2,61,7,0,48
23932,0,0,1,0,157500,4,1,0,5,1,0,0,0,0,2,23,2,2,6
8189,0,0,1,2,270000,4,4,1,1,1,0,0,0,14,4,39,4,0,52
24938,0,0,0,0,450000,4,4,1,1,1,0,0,0,8,2,52,2,0,46
1727,0,0,0,1,103500,4,4,1,1,1,0,0,0,14,3,33,4,1,10
24963,0,1,0,0,247500,4,4,1,1,1,0,0,0,8,2,60,3,0,16
13245,0,0,1,1,90000,4,4,1,1,1,0,0,0,6,3,46,4,0,5
5686,1,1,1,0,157500,0,1,0,1,1,0,0,0,4,2,38,4,0,27
390,0,0,0,0,90000,4,4,3,1,1,1,1,0,3,1,53,2,3,5
3355,0,0,0,0,135000,0,4,0,1,1,0,0,0,8,2,46,21,0,30
17366,0,1,0,1,225000,0,1,0,5,1,0,1,1,0,3,28,2,0,13
11350,1,1,1,1,315000,4,4,1,1,1,0,1,0,4,3,49,8,0,31
5473,0,0,1,1,337500,0,1,3,1,1,0,0,0,0,2,40,2,0,14
8552,0,0,1,2,157500,0,1,1,1,1,0,0,0,6,4,34,4,0,41
10244,1,1,1,1,144000,4,4,1,1,1,0,0,0,8,3,37,3,0,20
2346,0,1,0,0,328500,0,4,1,1,1,0,0,0,13,2,35,6,0,11
10064,0,0,1,0,157500,4,4,1,1,1,0,1,0,0,2,53,6,0,18
24428,0,0,1,0,360000,4,1,2,1,1,0,1,0,10,1,52,24,0,32
6457,1,1,1,2,202500,4,1,1,1,1,0,0,0,10,4,33,3,0,8
9939,0,0,1,0,157500,4,1,1,1,1,0,0,0,0,2,46,17,0,41
10421,0,1,0,1,135000,4,1,1,2,1,0,0,0,10,3,35,7,0,51
18173,0,0,0,0,81000,4,4,0,5,1,0,1,0,14,2,33,8,0,25
8507,1,1,1,4,157500,4,1,1,1,1,0,0,0,10,6,32,5,0,10
15967,1,1,0,0,135000,4,4,1,1,1,0,0,0,16,2,39,1,6,40
7432,1,1,1,0,247500,2,1,3,1,1,1,1,0,6,1,28,3,0,40
3499,0,0,1,0,157500,4,4,1,1,1,0,0,0,3,2,51,10,0,7
24568,1,1,1,2,180000,4,4,1,1,1,0,0,0,8,4,40,2,0,5
22148,0,0,1,0,423000,0,4,2,1,1,0,0,0,12,1,37,9,0,19
19086,0,0,1,0,90000,4,4,1,1,1,0,0,0,14,2,50,10,0,6
7299,1,0,1,0,144000,4,4,0,1,1,0,0,0,16,2,47,6,1,5
2655,0,0,1,0,180000,4,4,1,1,1,0,1,0,8,2,49,16,0,4
4344,0,0,1,0,81000,4,4,1,1,1,1,0,0,14,2,53,1,0,21
11086,0,1,1,0,315000,0,2,3,1,1,0,1,0,3,1,25,4,0,42
5849,0,0,1,0,99000,2,1,1,1,1,1,1,0,8,2,51,23,1,8
5511,0,0,1,0,157500,0,4,1,1,1,0,0,0,11,2,46,1,0,54
15131,0,0,1,0,292500,4,4,1,1,1,0,0,0,11,2,58,39,0,2
21453,1,0,1,0,229500,4,4,3,1,1,1,1,0,4,1,46,4,0,24
11389,0,0,1,0,76500,4,4,1,1,1,1,1,0,8,2,54,14,0,15
24662,0,0,1,0,90000,4,3,1,1,1,0,0,0,11,2,46,7,0,32
24008,0,0,1,0,112500,0,1,0,1,1,0,0,0,11,2,64,16,4,31
11887,1,1,1,1,112500,4,1,1,1,1,0,0,1,0,3,33,2,0,27
18869,1,0,1,0,112500,0,4,3,1,1,0,1,0,8,1,26,5,0,4
14945,1,1,0,1,202500,4,4,1,5,1,0,1,0,14,3,33,10,0,23
16959,0,0,0,0,157500,0,4,1,1,1,0,0,0,8,2,44,4,0,8
4424,0,1,1,1,112500,0,1,0,1,1,0,0,1,3,3,29,9,0,49
2605,1,0,1,1,157500,4,4,1,1,1,1,0,0,8,3,34,7,0,14
12090,0,0,0,0,135000,0,1,1,5,1,0,0,1,3,2,43,2,0,6
23500,0,0,0,2,108000,0,4,1,1,1,1,1,0,3,4,38,4,3,24
5276,0,0,1,0,180000,4,4,3,1,1,0,1,0,3,1,51,31,0,29
23773,0,0,1,0,180000,0,1,3,1,1,1,0,0,6,1,45,3,0,17
10413,0,0,1,0,135000,4,4,4,1,1,0,0,0,11,1,53,5,0,10
21132,1,0,0,0,180000,4,3,1,3,1,1,0,0,10,2,45,12,0,5
6408,1,1,1,1,247500,4,1,1,2,1,0,1,0,14,3,43,1,0,3
10829,1,1,1,0,180000,4,1,1,5,1,0,0,0,8,2,31,5,0,16
24401,0,1,0,0,202500,0,4,1,1,1,0,0,0,14,2,39,2,0,9
16329,1,1,1,0,234000,4,4,1,1,1,0,0,0,8,2,43,9,0,52
2863,1,1,0,0,202500,4,4,1,1,1,0,1,1,3,2,24,3,0,14
23388,0,0,0,0,135000,4,4,1,5,1,1,1,0,3,2,28,2,0,12
13827,1,0,0,1,99000,4,4,3,1,1,0,0,0,8,2,49,15,0,2
12552,1,1,1,0,247500,4,4,1,1,1,0,0,0,4,2,60,8,0,4
19626,1,1,0,0,90000,4,4,3,1,1,1,1,0,16,1,29,4,2,2
16813,1,1,1,0,180000,4,4,1,1,1,0,0,0,4,2,60,7,0,21
15998,0,0,0,0,112500,4,4,1,2,1,1,0,0,8,2,32,4,3,41
5061,1,1,1,1,135000,0,4,1,1,1,0,1,0,8,3,30,8,0,7
4712,0,0,1,1,202500,4,4,1,1,1,0,0,0,8,3,40,15,0,16
11222,1,1,1,1,180000,4,2,1,1,1,0,0,1,8,3,33,6,0,19
8011,1,0,0,1,247500,4,1,3,1,1,0,0,0,8,2,38,6,0,33
3552,1,1,1,0,99000,4,4,1,4,1,0,0,0,10,2,28,5,0,12
23315,1,1,0,1,225000,4,4,1,1,1,1,1,0,10,3,34,8,0,16
2410,1,0,1,0,135000,2,4,1,1,1,0,0,0,3,2,25,3,0,28
4289,0,0,1,0,126000,4,4,1,1,1,1,1,0,8,2,60,7,0,11
14110,0,1,1,0,72000,4,4,1,1,1,1,1,0,0,2,57,28,0,5
13520,0,0,0,0,270000,2,4,2,1,1,0,1,1,11,1,54,34,0,28
12833,1,1,1,1,135000,4,2,1,1,1,0,1,0,8,3,32,14,0,43
6269,0,0,0,0,225000,0,1,1,1,1,1,1,0,4,2,29,2,0,3
7370,1,0,1,0,292500,0,1,1,1,1,0,0,0,8,2,45,3,2,19
21021,0,0,1,0,135000,4,4,1,4,1,0,0,0,8,2,40,8,0,56
4485,0,1,1,0,180000,0,1,3,1,1,0,0,0,3,1,42,20,0,32
25066,0,1,1,0,225000,0,1,3,5,1,0,0,0,3,1,27,4,0,30
4704,1,1,0,0,135000,4,1,1,1,1,0,0,0,6,2,56,4,0,48
13643,0,0,0,2,315000,0,1,1,1,1,1,1,0,10,4,36,1,0,21
1704,0,1,1,0,445500,0,1,1,1,1,0,0,0,10,2,35,2,0,30
10100,1,0,0,1,135000,4,4,1,4,1,0,1,0,8,3,33,4,1,13
16454,0,1,1,0,180000,0,2,1,1,1,0,0,0,8,2,38,12,0,26
4294,1,0,1,0,180000,4,4,1,1,1,0,1,0,8,2,54,13,0,3
9691,0,0,1,0,202500,4,4,1,1,1,0,0,0,14,2,45,14,1,10
1285,0,0,1,0,202500,4,4,4,1,1,0,0,0,3,1,56,15,0,42
2395,0,1,1,0,225000,0,1,3,1,1,1,0,0,3,1,31,4,0,14
2574,1,0,0,0,202500,4,4,2,1,1,0,0,0,8,1,40,18,0,26
10689,0,1,1,1,315000,4,2,3,1,1,0,0,0,3,2,33,6,0,32
10668,0,0,1,0,144000,4,4,1,1,1,1,1,0,8,2,55,30,0,56
5692,1,1,1,0,202500,0,1,1,1,1,0,0,1,8,2,35,15,22,21
14125,0,0,1,0,112500,4,4,1,1,1,0,0,0,3,2,49,19,0,9
5013,1,1,1,0,180000,0,4,3,1,1,0,0,0,4,1,56,10,0,4
9584,1,0,1,2,270000,4,4,1,1,1,0,0,1,8,4,30,6,0,50
5476,0,0,1,0,180000,4,4,1,1,1,0,0,0,8,2,41,4,0,11
2819,0,0,1,1,108000,4,4,1,1,1,0,1,0,14,3,36,4,0,2
11839,1,1,1,0,180000,0,1,1,1,1,0,0,0,8,2,28,3,1,27
3105,0,1,1,2,315000,2,4,1,1,1,0,0,0,10,4,34,4,0,16
10189,0,1,1,0,135000,0,1,0,1,1,0,0,1,11,2,36,5,2,42
19230,0,0,1,0,270000,0,4,1,1,1,1,0,0,14,2,35,3,0,15
3239,0,0,1,0,72000,4,4,1,1,1,0,0,0,14,2,55,1,0,20
23138,0,0,0,0,117000,4,4,0,1,1,0,0,0,10,2,43,19,0,8
6091,0,0,0,1,112500,0,1,2,1,1,1,0,0,12,2,41,8,0,27
22860,1,0,1,2,337500,0,4,1,1,1,0,0,0,9,4,27,1,0,2
9941,0,0,1,0,225000,4,4,2,5,1,0,1,0,14,1,41,5,0,23
11652,0,1,1,2,81000,4,4,1,1,1,0,0,0,3,4,38,8,0,3
24844,0,0,1,0,126000,0,4,0,2,1,1,1,0,8,2,29,6,1,11
18948,1,0,1,0,270000,4,4,1,5,1,1,0,0,8,2,41,8,0,4
14113,1,0,1,0,112500,4,4,1,1,1,0,0,0,8,2,53,17,0,3
14754,0,0,1,0,247500,0,4,1,1,1,0,1,0,8,2,34,8,0,44
24538,0,1,1,1,180000,4,1,2,1,1,0,0,0,10,2,52,17,0,16
8099,0,0,1,0,103500,4,4,1,1,1,0,0,1,7,2,29,2,11,4
7591,0,1,1,1,270000,0,0,1,1,1,0,0,0,14,3,34,3,1,34
10224,0,0,0,1,135000,0,4,2,1,1,0,0,0,12,2,30,8,0,4
13763,1,0,0,1,157500,4,1,2,5,1,1,1,0,8,2,30,4,0,12
14968,0,1,1,0,202500,0,4,1,1,1,0,0,0,0,2,51,20,0,41
20444,0,0,1,0,180000,4,4,1,1,1,0,0,0,8,2,48,3,3,21
13666,0,1,0,0,315000,4,1,1,0,1,1,0,0,11,2,36,7,0,20
10395,1,0,1,0,180000,4,2,1,1,1,0,1,0,8,2,47,16,0,45
23736,0,1,1,4,112500,4,1,1,1,1,0,0,0,3,6,38,6,0,8
15284,0,1,1,0,157500,4,4,4,1,1,0,0,0,14,1,43,5,10,1
5247,0,1,1,0,157500,2,2,1,1,1,0,0,1,6,2,48,22,2,41
25036,0,0,1,2,112500,4,4,3,1,1,0,0,0,3,3,34,11,0,13
7818,0,0,0,1,159750,0,1,0,1,1,1,1,0,3,3,26,1,0,10
307,1,0,0,0,180000,0,4,1,2,1,0,1,0,8,2,41,7,0,41
22716,1,1,1,1,157500,4,4,1,1,1,1,1,0,8,3,29,4,0,5
11703,0,0,1,0,135000,4,4,3,1,1,0,0,1,8,1,34,2,0,28
18214,0,0,1,0,292500,4,4,1,1,1,0,0,1,14,2,34,13,1,3
18343,0,0,0,2,180000,2,1,1,1,1,0,0,0,10,4,38,15,0,18
7921,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,2,11
25026,1,1,1,1,360000,0,1,1,4,1,0,0,0,10,3,30,8,0,24
3928,0,1,1,0,180000,0,1,1,1,1,0,0,0,3,2,56,18,0,13
9921,0,0,1,0,135000,4,1,1,1,1,0,0,0,8,2,37,5,0,3
15332,0,1,1,0,135000,0,4,1,1,1,1,0,0,3,2,34,5,0,35
19034,0,0,1,0,180000,4,1,0,1,1,0,1,0,10,2,26,2,0,10
8164,1,1,1,1,180000,4,1,1,1,1,0,0,0,4,3,23,1,1,10
22160,0,0,0,3,180000,4,1,1,1,1,0,0,0,3,5,38,20,0,24
10286,0,0,1,1,157500,4,4,1,1,1,0,0,0,3,3,40,11,0,16
3516,0,0,1,0,130500,4,4,1,1,1,0,0,0,3,2,38,16,0,6
18819,0,0,1,1,135000,4,4,1,1,1,0,0,0,8,3,41,14,0,5
2963,1,1,1,0,198000,4,4,1,1,1,0,0,0,4,2,58,4,0,19
10790,1,1,1,1,112500,4,4,1,1,1,0,0,1,4,3,45,5,0,40
15197,0,0,1,0,225000,4,4,4,1,1,0,0,0,14,1,53,6,0,39
12856,0,0,1,0,315000,4,4,1,1,1,0,0,0,12,2,50,31,0,13
8529,1,1,1,1,193500,4,4,1,1,1,1,0,0,3,3,29,7,0,13
1409,0,0,1,0,247500,4,1,1,1,1,0,0,1,10,2,61,2,8,13
900,0,0,1,0,171000,3,1,1,1,1,0,0,1,3,2,52,11,0,40
3438,1,1,1,1,180000,0,4,1,1,1,0,0,0,4,3,28,1,0,13
8376,0,1,1,0,180000,0,4,1,1,1,1,0,0,10,2,52,6,0,40
7157,0,1,0,1,162000,4,4,2,1,1,0,0,0,14,2,41,13,0,9
11745,0,0,1,1,157500,0,1,1,1,1,0,0,0,3,3,38,8,0,34
3248,1,1,1,1,112500,4,2,1,5,1,0,0,0,8,3,36,1,0,3
23980,1,0,0,0,135000,4,4,3,1,1,0,0,0,8,1,26,2,0,4
24780,0,0,0,0,157500,4,2,1,5,1,0,0,0,3,2,39,18,0,34
12440,1,0,1,0,450000,0,1,1,1,1,0,1,0,10,2,53,6,0,9
1703,0,1,1,0,445500,0,1,1,1,1,0,0,0,10,2,35,2,0,20
9264,1,1,0,0,157500,4,4,1,1,1,0,0,0,4,2,57,1,0,32
8870,1,0,0,0,67500,0,4,0,1,1,1,1,0,4,2,48,2,0,4
1050,0,1,1,2,292500,0,1,1,1,1,0,0,0,14,4,39,9,0,41
4836,0,0,1,1,112500,4,4,0,1,1,0,0,0,8,3,41,18,3,30
575,0,1,0,0,99000,4,4,1,1,1,0,1,0,2,2,41,15,0,21
2937,0,0,1,0,202500,4,4,0,1,1,0,0,0,6,2,48,12,0,6
19758,1,1,1,1,180000,4,1,1,1,1,0,0,0,10,3,39,5,0,28
4881,0,0,1,1,211500,4,4,1,1,1,1,1,0,3,3,35,3,0,14
18188,1,0,0,0,225000,4,4,4,2,1,0,0,0,16,1,54,1,5,3
11083,0,1,1,0,315000,0,2,3,1,1,0,1,0,3,1,25,4,0,27
12494,0,0,1,1,180000,4,1,0,1,1,0,0,0,14,3,38,6,0,10
2851,0,0,1,0,180000,4,4,1,1,1,1,1,0,0,2,61,5,0,17
788,1,1,1,0,135000,4,3,1,5,1,0,0,1,8,2,28,6,0,10
17685,1,1,1,0,315000,4,1,1,1,1,0,0,0,4,2,51,8,0,32
236,0,0,0,0,157500,4,4,1,1,1,0,1,0,14,2,36,9,0,17
18145,1,1,1,0,450000,0,4,1,1,1,0,1,1,4,2,51,3,0,34
16409,1,1,0,0,252000,4,1,1,1,1,1,1,0,8,2,42,15,0,55
21889,0,0,1,0,121500,2,1,1,1,1,0,0,0,15,2,26,7,0,8
16389,0,0,1,1,135000,4,4,1,1,1,1,1,0,8,3,28,9,0,18
1676,1,0,1,2,135000,4,4,1,1,1,0,0,0,8,4,38,7,0,16
12021,1,0,1,0,157500,4,4,1,1,1,0,0,0,8,2,60,10,0,14
14659,1,1,1,0,247500,4,4,1,1,1,1,1,0,4,2,43,4,0,29
12764,0,0,1,0,135000,4,3,0,1,1,0,0,0,8,2,42,3,0,12
10329,1,0,1,0,157500,4,4,1,1,1,0,0,1,10,2,59,14,0,53
22269,0,1,0,0,216000,2,1,1,1,1,1,0,0,3,2,49,27,0,14
9467,0,0,1,0,157500,4,1,1,1,1,0,0,0,10,2,48,7,0,39
9097,0,0,1,0,189000,4,4,1,1,1,1,0,0,0,2,44,6,0,12
5647,1,1,1,0,184500,2,1,1,1,1,0,0,0,10,2,39,1,0,1
24955,0,0,1,0,180000,4,4,3,1,1,0,0,0,14,1,40,9,0,31
6075,1,0,0,0,225000,4,2,1,1,1,1,0,0,4,2,28,1,0,19
6910,0,0,1,0,139500,2,1,1,1,1,0,0,0,10,2,49,24,0,21
18542,1,0,0,1,189000,4,4,1,1,1,1,0,0,4,3,25,3,0,9
15992,1,1,0,0,270000,0,1,3,1,1,0,0,0,3,1,27,1,0,16
15497,0,1,1,0,225000,4,1,1,1,1,0,0,0,3,2,34,11,0,7
2473,0,1,1,1,225000,0,1,1,1,1,0,1,0,10,3,46,8,0,14
16232,0,0,0,0,112500,4,1,1,1,1,1,0,0,3,2,36,2,0,4
19756,1,0,1,2,135000,4,4,1,1,1,0,0,0,8,4,55,17,0,35
23239,0,0,0,0,180000,4,4,1,1,1,1,1,0,0,2,51,13,0,18
14927,1,0,1,0,270000,0,4,3,1,1,0,0,0,8,1,41,17,0,56
5393,0,0,1,0,90000,4,4,1,1,1,0,0,0,11,2,53,2,0,7
3415,1,0,0,0,360000,4,4,0,1,1,0,0,0,8,2,35,15,0,10
17447,0,0,1,0,135000,0,4,1,1,1,0,0,0,11,2,55,20,2,52
14411,0,0,0,0,72000,4,4,3,1,1,1,0,0,1,1,52,5,0,16
16308,1,1,1,1,270000,0,1,1,1,1,0,1,0,10,3,45,6,0,23
19151,0,0,1,2,180000,2,4,1,1,1,0,0,0,10,4,43,2,10,14
5772,1,1,1,0,189000,4,1,1,1,1,0,1,0,4,2,52,1,0,36
22697,0,1,0,1,166500,2,1,1,1,1,0,0,0,11,3,40,16,0,40
242,1,1,0,0,229500,4,2,1,0,1,0,0,0,8,2,51,4,0,35
17929,0,0,1,1,175500,4,4,1,1,1,1,0,0,1,3,46,1,0,8
9409,0,0,1,0,247500,4,4,0,1,1,0,0,0,8,2,47,19,0,2
19259,1,0,1,0,112500,4,4,1,1,1,0,0,0,4,2,54,10,0,10
19853,0,1,0,0,112500,4,4,1,1,1,0,0,0,14,2,45,10,0,7
19666,0,1,1,2,202500,4,4,1,1,1,0,0,0,11,4,36,4,0,11
19435,1,1,1,3,270000,4,4,1,1,1,1,0,0,8,5,37,2,0,29
742,0,1,1,2,306000,2,1,1,1,1,0,0,0,3,4,38,11,0,40
4860,0,0,1,0,202500,2,1,1,1,1,0,0,0,3,2,59,34,0,12
23415,0,0,0,0,112500,4,4,1,1,1,1,0,0,8,2,28,1,0,43
10786,0,0,1,0,382500,4,4,1,1,1,0,0,0,15,2,48,5,0,3
5153,0,1,1,0,112500,4,4,0,1,1,0,0,0,2,2,38,4,1,2
3599,1,1,1,0,270000,0,4,1,1,1,1,0,0,8,2,50,3,0,10
4145,0,1,1,0,112500,4,4,1,1,1,0,0,0,14,2,48,5,0,14
10377,1,1,1,0,202500,0,4,1,1,1,0,1,0,16,2,65,4,0,14
11762,1,0,1,0,270000,4,1,2,1,1,0,0,0,10,1,45,16,0,5
11559,1,1,1,0,292500,4,4,1,1,1,0,0,0,4,2,43,2,0,16
7502,1,0,1,0,135000,4,4,3,1,1,1,0,0,16,1,27,2,0,5
10420,0,1,0,1,135000,4,1,1,2,1,0,0,0,10,3,35,7,0,14
16605,0,0,1,0,450000,4,1,0,1,1,0,0,0,10,2,45,15,0,26
3938,0,0,1,0,171000,4,4,1,1,1,0,0,0,14,2,43,1,0,9
22428,1,1,0,1,202500,4,2,1,1,1,1,0,0,4,3,33,1,0,37
10857,1,1,0,0,119250,4,4,0,1,1,0,0,1,4,2,49,2,0,5
3569,0,0,0,0,180000,0,4,1,1,1,0,0,0,10,2,65,17,0,10
21506,0,0,1,0,157500,4,4,1,1,1,0,0,0,2,2,54,4,0,9
10580,1,1,1,0,315000,4,4,3,1,1,0,0,1,4,1,36,10,0,51
13927,1,1,1,3,450000,4,4,0,1,1,0,0,1,10,5,48,9,0,8
7419,1,1,0,0,148500,4,4,0,1,1,1,1,0,8,2,31,10,0,3
17125,0,0,1,0,202500,0,4,0,1,1,0,0,1,14,2,47,13,0,6
1809,0,0,0,0,135000,4,4,3,2,1,0,0,0,2,1,55,1,0,37
17122,0,0,1,0,202500,0,4,0,1,1,0,0,1,14,2,47,13,0,7
15872,0,1,0,2,112500,4,4,0,1,1,1,1,0,14,4,30,2,0,15
11957,0,0,0,1,144000,4,4,1,1,1,0,0,0,4,3,41,6,2,15
5119,0,0,1,2,225000,4,1,1,0,1,0,0,0,8,4,43,1,0,2
9185,1,0,0,2,360000,4,1,1,4,1,0,0,0,3,4,42,4,0,18
2227,1,1,1,1,315000,4,4,2,1,1,0,0,0,10,2,45,3,0,26
19913,0,0,0,2,180000,4,4,1,1,1,1,0,0,2,4,34,1,0,48
